,temperature,rain_1h,snow_1h,clouds_percentage,date_time,binary_holiday,population_density
483,287.89,0.0,0.0,80,22,0,2817
26552,288.35,0.0,0.0,75,3,0,343
12007,258.17,0.25,0.0,64,23,0,1922
10398,252.27,0.0,0.0,1,5,0,2583
8077,291.84,0.0,0.0,90,4,0,444
24476,285.72,0.0,0.0,90,0,0,1208
12545,294.16,0.0,0.0,1,5,0,807
42837,299.35,0.0,0.0,20,12,0,5071
18728,281.84,0.0,0.0,75,3,0,337
26487,279.51,0.0,0.0,90,10,0,4527
2119,268.46,0.0,0.0,75,21,0,2232
19314,273.28,0.0,0.0,1,5,0,2810
31576,255.93,0.0,0.0,1,5,0,676
42692,295.65,0.0,0.0,1,8,0,5038
4154,276.793,0.0,0.0,64,5,0,2584
8125,286.88,0.0,0.0,90,0,0,1209
1384,279.94,0.0,0.0,75,15,0,5629
8527,262.67,0.0,0.0,90,23,0,979
7514,293.3,0.0,0.0,1,0,0,688
3682,290.48,0.0,0.0,90,5,0,745
34489,277.02,0.0,0.0,40,14,0,4989
42815,275.91,0.25,0.0,90,17,0,5519
5573,276.22,0.0,0.0,90,13,0,4712
5554,296.48,0.0,0.0,75,13,0,4762
32922,272.62,0.0,0.0,1,3,0,469
8913,271.71,0.0,0.0,90,3,0,360
5284,275.75,0.0,0.0,90,21,0,2494
5082,274.36,0.0,0.0,1,17,0,4550
21618,301.29,0.0,0.0,5,20,0,3139
19244,295.19,0.0,0.0,1,2,0,428
36242,281.4,0.0,0.0,1,1,0,364
33974,270.94,0.0,0.0,75,22,0,2047
1134,277.42,0.0,0.0,1,20,0,2794
5509,276.32,0.0,0.0,90,4,0,791
18116,291.52,0.0,0.0,90,9,0,5114
14716,297.82,0.0,0.0,1,20,0,2795
6464,303.82,0.0,0.0,0,20,0,3321
6939,292.28,0.0,0.0,40,17,0,6179
34302,284.77,0.0,0.0,1,22,0,1765
21779,286.93,0.0,0.0,90,16,0,6702
25716,272.64,0.0,0.0,90,18,0,4178
28600,275.09,0.0,0.0,90,18,0,3158
151,291.02,0.0,0.0,5,15,0,6147
37196,300.64,0.0,0.0,1,17,0,5474
19153,269.42,0.0,0.0,1,15,0,3838
2429,271.65,0.0,0.0,90,18,0,3224
33896,286.86,0.0,0.0,75,21,0,2833
3427,299.28,0.0,0.0,75,19,0,3725
34812,282.42,0.0,0.0,90,7,0,6873
9302,298.36,0.0,0.0,20,21,0,3555
43304,287.62,0.0,0.0,1,1,0,366
39412,291.08,0.0,0.0,1,0,0,785
4768,292.9,0.0,0.0,1,2,0,297
18337,291.89,2.54,0.0,76,5,0,635
24471,285.88,0.0,0.0,75,18,0,4171
1782,288.79,0.0,0.0,1,6,0,1055
749,294.08,0.0,0.0,40,11,0,4529
11829,278.82,0.0,0.0,1,16,0,5255
3790,277.33,0.0,0.0,90,8,0,5857
36420,281.4,0.35,0.0,92,23,0,964
1636,250.46,0.0,0.0,1,6,0,4791
33690,287.11,0.51,0.0,90,20,0,3395
11279,272.85,0.0,0.0,90,14,0,4799
8626,294.121,0.0,0.0,88,7,0,1071
10350,255.89,0.0,0.0,90,3,0,364
32226,296.61,0.0,0.0,1,11,0,3824
35906,275.38,0.0,0.0,75,8,0,5022
23572,271.51,0.0,0.0,90,15,0,4807
16993,287.59,0.0,0.0,1,6,0,4489
30268,299.34,0.0,0.0,1,13,0,5116
21026,265.62,0.0,0.0,40,2,0,273
43083,287.41,0.0,0.0,90,6,0,5628
4414,294.08,0.0,0.0,90,10,0,4375
40910,292.09,0.0,0.0,90,12,0,4880
15727,277.01,0.0,0.0,1,5,0,486
39821,290.56,0.0,0.0,1,1,0,478
2467,297.64,0.0,0.0,40,18,0,5062
33313,291.01,0.0,0.0,1,6,0,1246
10313,276.67,0.0,0.0,40,17,0,5744
5758,292.28,0.0,0.0,5,7,0,5936
450,275.35,0.0,0.0,1,2,0,223
25605,271.15,0.0,0.0,1,5,0,2633
32557,278.48,0.0,0.0,90,16,0,7094
5870,275.86,0.0,0.0,75,11,0,4786
10208,274.51,0.0,0.0,90,2,0,260
11739,301.32,0.25,0.0,0,18,0,5021
9675,270.55,0.0,0.0,90,20,0,2883
26646,272.71,0.0,0.0,90,16,0,3563
5142,287.45,0.0,0.0,1,8,0,1755
12783,299.15,0.0,0.0,40,22,0,2091
19561,293.62,0.0,0.0,20,21,0,2945
12310,271.64,0.0,0.0,1,2,0,280
31887,271.74,0.25,0.0,40,9,0,3813
16887,266.43,0.0,0.0,75,16,0,6471
18928,292.94,0.0,0.0,1,3,0,250
35432,267.72,0.0,0.0,1,3,0,389
10478,269.53,0.0,0.0,1,14,0,3292
11733,295.64,0.0,0.0,1,21,0,2784
41333,269.93,0.0,0.0,90,8,0,2289
17285,286.55,0.34,0.0,90,21,0,3178
2012,276.35,0.25,0.0,90,6,0,5517
41283,282.72,0.0,0.0,40,12,0,5453
726,276.62,0.0,0.0,75,3,0,353
37367,289.29,0.0,0.0,75,16,0,4385
18318,274.86,0.0,0.0,90,5,0,2704
7576,269.93,0.0,0.0,93,4,0,291
2904,293.5,0.0,0.0,20,6,0,5194
19249,278.21,0.0,0.0,90,16,0,6267
35336,282.341,0.0,0.0,0,23,0,949
5407,284.78,0.0,0.0,20,3,0,376
2583,296.88,0.0,0.0,1,6,0,1430
24428,294.67,0.0,0.0,1,21,0,2667
38060,281.01,0.0,0.0,1,3,0,378
10134,266.41,0.0,0.0,75,22,0,2020
8109,279.48,0.0,0.0,90,23,0,858
40028,292.38,1.85,0.0,68,5,0,709
38382,295.22,0.0,0.0,92,0,0,874
10422,267.21,0.0,0.0,1,16,0,4965
35057,293.86,0.0,0.0,75,13,0,4254
19346,299.29,0.0,0.0,76,14,0,5154
14860,287.45,0.0,0.0,92,4,0,781
42101,286.72,0.0,0.0,1,14,0,5186
22532,289.63,0.0,0.0,90,0,0,570
12422,276.29,0.0,0.0,90,17,0,5668
5557,267.89,0.0,0.0,90,9,0,5318
11886,283.06,0.0,0.0,5,9,0,5059
36968,276.99,0.0,0.0,90,19,0,3282
32741,254.96,0.0,0.0,1,3,0,545
12910,285.82,0.0,0.0,1,20,0,3189
28260,286.95,0.0,0.0,90,6,0,1167
23087,296.69,0.0,0.0,1,11,0,4255
8895,290.31,0.0,0.0,1,23,0,987
27093,296.48,0.0,0.0,1,17,0,6455
40031,281.71,0.0,0.0,75,17,0,6457
28071,296.71,8.4,0.0,90,7,0,1290
15777,277.8,0.0,0.0,75,7,0,6284
15360,302.95,0.0,0.0,20,15,0,5684
20114,294.72,0.0,0.0,0,12,0,4999
27143,284.17,0.0,0.0,90,19,0,3575
4518,293.58,0.0,0.0,40,19,0,3202
19162,261.49,0.0,0.0,90,23,0,2935
11947,292.72,0.0,0.0,75,2,0,639
25349,293.28,0.0,0.0,40,9,0,4735
26889,279.67,0.0,0.0,99,10,0,4632
1613,270.93,0.0,0.0,90,1,0,359
18628,264.81,0.0,0.0,90,14,0,5234
18814,292.46,0.0,0.0,90,10,0,4477
21497,297.49,0.0,0.0,75,11,0,4350
14024,276.35,0.0,0.0,90,23,0,1010
29435,270.37,0.0,0.0,1,1,0,803
23569,285.49,0.25,0.0,1,4,0,1008
13548,276.95,0.0,0.0,90,1,0,325
22242,293.53,6.35,0.0,90,20,0,1975
31259,277.92,0.0,0.0,1,14,0,6131
13665,274.15,0.0,0.0,90,22,0,1352
22499,286.65,0.0,0.0,92,0,0,857
7231,267.29,0.0,0.0,5,7,0,1895
1848,296.98,1.15,0.0,75,2,0,292
40925,291.75,0.0,0.0,20,9,0,3126
22061,261.28,0.0,0.0,64,3,0,164
1920,271.82,0.0,0.0,90,20,0,1837
14348,284.6,0.0,0.0,1,1,0,656
692,258.28,0.0,0.0,90,7,0,3651
3771,287.27,0.0,0.0,1,1,0,2
22583,257.59,0.0,0.0,40,15,0,4134
27662,270.94,0.0,0.0,90,8,0,4790
32849,272.89,0.0,0.0,75,17,0,5962
14916,291.39,0.0,0.0,75,4,0,743
18661,288.31,0.0,0.0,75,11,0,4642
37047,272.37,0.0,0.0,90,4,0,759
31767,269.97900000000004,0.0,0.0,0,6,0,5465
23729,272.82,0.0,0.0,1,12,0,4961
11887,289.53,0.0,0.0,1,1,0,328
19538,272.75,0.0,0.0,90,10,0,4513
27495,299.12,0.0,0.0,1,16,0,3973
15785,303.48,0.0,0.0,75,11,0,5114
14769,274.8,0.0,0.0,90,13,0,4683
16397,264.27,0.0,0.0,1,23,0,895
19825,267.81,0.0,0.0,75,12,0,3910
2275,265.29,0.0,0.0,90,15,0,5480
7380,265.72,0.0,0.0,90,23,0,1056
26042,259.53,0.0,0.0,90,20,0,2471
2565,259.15,0.0,0.0,90,2,0,259
15447,292.08,0.0,0.0,90,7,0,6827
37329,298.68,0.0,0.0,90,13,0,4873
36951,279.6,0.0,0.0,40,16,0,6585
32127,269.95,0.0,0.0,90,19,0,2316
35896,264.42,0.0,0.0,40,7,0,7067
10540,268.02,0.0,0.0,1,9,0,3656
2100,293.01,0.0,0.0,1,2,0,646
24701,261.44,0.0,0.0,40,5,0,2459
32799,266.58,0.0,0.0,40,11,0,3571
16210,271.94,0.0,0.0,1,22,0,2157
33641,295.25,0.0,0.0,1,18,0,4067
26748,293.98,15.41,0.0,90,6,0,4487
19995,279.75,0.0,0.0,75,8,0,3047
32107,280.89,0.0,0.0,1,1,0,294
27280,292.65,0.0,0.0,90,8,0,6069
25178,290.87,0.0,0.0,1,2,0,270
6548,257.29,0.0,0.0,75,11,0,4929
11766,298.52,0.0,0.0,1,21,0,2319
26083,260.04,0.0,0.0,1,4,0,277
1953,286.82,0.0,0.0,90,11,0,4720
37461,295.28,0.0,0.0,40,21,0,2892
22420,269.95,0.0,0.0,90,12,0,4646
24906,266.16,0.0,0.0,1,10,0,4498
29814,294.43,0.0,0.0,75,15,0,4255
15104,285.93,0.0,0.0,90,9,0,5492
19962,300.02,0.0,0.0,40,20,0,2833
20724,259.45,0.0,0.0,40,12,0,4696
15694,273.0,0.0,0.0,90,3,0,420
27264,303.67,0.0,0.0,0,16,0,6138
2330,273.57,0.0,0.0,1,20,0,2677
11394,248.48,0.0,0.0,1,7,0,6391
12365,274.75,0.0,0.0,90,0,0,685
12928,273.82,0.0,0.0,75,0,0,521
39536,271.05,0.0,0.0,1,3,0,314
29764,295.4,0.0,0.0,75,10,0,4254
1560,288.69,0.0,0.0,1,3,0,375
43199,302.07,0.0,0.0,40,16,0,6663
23008,299.27,0.0,0.0,1,18,0,4079
37447,268.62,0.0,0.0,1,2,0,207
4702,293.7,0.0,0.0,1,4,0,886
2697,273.15,0.0,0.0,1,11,0,4542
30498,289.48,0.0,0.0,0,4,0,859
41858,269.46,0.0,0.0,1,6,0,5516
31794,274.38,0.0,0.0,40,16,0,6486
3599,275.05,0.0,0.0,90,6,0,1508
14363,286.82,1.02,0.0,92,23,0,1845
40341,273.76,0.0,0.0,90,3,0,419
14897,299.63,0.0,0.0,20,19,0,3031
26788,251.54,0.0,0.0,40,17,0,4376
7276,283.02,0.0,0.0,90,13,0,4083
11256,295.2,0.0,0.0,90,5,0,2937
39467,290.57,0.0,0.0,90,9,0,3245
16742,254.08,0.0,0.0,40,6,0,5410
9723,294.24,0.38,0.0,75,6,0,5280
21730,293.82,0.0,0.0,5,20,0,3234
23853,300.82,0.0,0.0,90,18,0,3890
21391,273.95,0.0,0.0,90,23,0,903
12401,275.0,0.25,0.0,90,17,0,5968
33333,292.07,0.38,0.0,90,15,0,6174
19141,260.59,0.0,0.0,64,5,0,2627
19345,293.87,0.0,0.0,1,19,0,3276
26371,296.36,2.1,0.0,75,1,0,379
33211,261.64,0.0,0.0,5,9,0,5252
16206,262.81,0.0,0.0,90,1,0,312
17554,285.4,0.0,0.0,75,22,0,1609
433,270.66,0.0,0.0,90,4,0,270
435,274.02,0.25,0.0,64,16,0,6118
2308,291.7,0.0,0.0,1,23,0,1156
37126,298.76,0.0,0.0,1,15,0,4539
25688,268.56,0.0,0.0,75,9,0,5093
7991,292.34,0.0,0.0,40,3,0,362
36166,267.49,0.0,0.0,90,20,0,2191
24744,299.35,0.0,0.0,1,14,0,5289
40272,276.66,0.0,0.0,1,2,0,313
26928,307.03,0.0,0.0,75,16,0,4341
26287,282.37,0.0,0.0,90,1,0,716
35686,274.88,0.0,0.0,90,16,0,6450
25413,285.18,0.0,0.0,92,16,0,6659
14347,276.1,0.0,0.0,90,10,0,3527
3954,302.04,0.25,0.0,12,18,0,4742
4633,275.02,0.0,0.0,90,0,0,499
1150,292.0,0.0,0.0,1,9,0,5793
42367,259.28,0.0,0.0,90,23,0,1120
2881,284.51,0.51,0.0,0,0,0,1748
1467,289.775,0.0,0.0,56,15,0,5365
26637,297.02,0.0,0.0,1,9,0,4977
10611,289.27,0.0,0.0,90,1,0,970
3158,294.79,0.0,0.0,90,15,0,6062
6364,273.46,0.0,0.0,90,18,0,4095
27566,292.15,0.0,0.0,1,3,0,356
28835,281.94,0.0,0.0,92,15,0,5849
41155,300.94,0.0,0.0,75,11,0,4832
5055,277.353,0.0,0.0,8,13,0,4811
42685,289.91,1.52,0.0,80,4,0,822
1886,257.44,0.0,0.0,1,8,0,3018
14857,288.74,0.0,0.0,40,14,0,5353
9421,277.81,0.0,0.0,90,19,0,3421
34431,271.98,0.0,0.0,90,6,0,1421
38780,266.74,0.0,0.0,90,12,0,5058
24896,291.68,0.0,0.0,90,8,0,5165
15121,289.61,0.0,0.0,90,1,0,378
5263,287.29,0.0,0.0,1,11,0,4515
5846,280.42,0.0,0.0,90,0,0,1314
14224,285.09,0.0,0.0,40,2,0,297
11600,270.77,0.0,0.0,90,0,0,778
27803,295.15,0.0,0.0,1,0,0,591
825,286.65,0.0,0.0,1,0,0,630
15232,292.535,0.0,0.0,88,19,0,3436
20714,288.72,0.0,0.0,90,1,0,332
22073,266.68,0.76,0.0,64,11,0,4377
35412,299.19,0.0,0.0,1,12,0,4354
8117,275.15,0.0,0.0,90,1,0,366
30155,266.78,0.0,0.0,1,17,0,4503
26366,284.93,0.0,0.0,1,21,0,2412
16018,254.31,0.0,0.0,1,2,0,308
7819,274.97,0.0,0.0,1,5,0,2505
3425,283.0,0.0,0.0,90,21,0,2880
17635,298.54,0.0,0.0,75,10,0,4248
20328,279.35,0.0,0.0,91,9,0,4606
20923,266.08,0.0,0.0,90,16,0,6407
20226,289.29,0.0,0.0,90,7,0,6732
41213,295.15,0.0,0.0,1,18,0,4983
21849,273.34,0.0,0.0,90,14,0,5608
37074,249.57,0.0,0.0,1,4,0,812
31758,257.44,0.0,0.0,5,17,0,5951
30088,273.93,0.0,0.0,90,21,0,2511
34180,287.63,0.0,0.0,20,4,0,848
18273,288.15,0.0,0.0,5,17,0,6231
8049,285.93,0.38,0.0,92,23,0,1293
12466,280.88,0.0,0.0,1,18,0,4794
17599,268.53,0.0,0.0,20,3,0,334
3973,256.21,0.0,0.0,90,7,0,1836
40676,276.33,0.0,0.0,90,11,0,4580
36204,279.88,0.0,0.0,1,4,0,777
29617,278.09,0.0,0.0,1,3,0,350
19677,292.97,0.0,0.0,0,1,0,412
2091,267.65,0.0,0.0,75,20,0,2480
5098,292.0,0.0,0.0,90,3,0,350
42654,275.22,0.0,0.0,90,19,0,2882
15738,279.1,0.0,0.0,40,22,0,3949
5200,288.15,0.0,0.0,90,21,0,2029
21632,289.86,0.0,0.0,20,10,0,4517
42779,297.32,0.0,0.0,1,15,0,5752
10235,291.03,0.0,0.0,90,6,0,5269
22884,295.73,0.0,0.0,80,3,0,385
34369,286.64,0.0,0.0,1,7,0,5917
31183,279.61,0.0,0.0,99,9,0,5680
2631,289.96,0.0,0.0,90,14,0,4506
6745,268.43,0.0,0.0,5,9,0,3629
22202,261.32,0.0,0.0,75,16,0,3687
2910,278.61,0.0,0.0,1,9,0,5013
1109,276.955,0.0,0.0,0,3,0,484
6189,274.21,0.0,0.0,90,12,0,4593
2064,279.01,0.0,0.0,1,5,0,2979
41406,289.58,0.0,0.0,40,18,0,5049
15359,270.01,0.0,0.0,90,5,0,2451
13803,264.21,0.0,0.0,40,10,0,4748
9093,295.72,0.0,0.0,75,18,0,4065
39472,270.15,0.0,0.0,90,23,0,979
22508,296.48,0.0,0.0,0,10,0,4997
35802,288.88,0.0,0.0,1,2,0,316
39492,275.49,0.0,0.0,90,8,0,5570
8543,283.02,0.0,0.0,1,4,0,907
18240,270.28,0.0,0.0,90,3,0,306
41231,287.44,0.0,0.0,90,12,0,4888
13907,290.72,0.0,0.0,40,14,0,5745
35543,285.49,0.0,0.0,1,5,0,437
661,266.15,0.0,0.0,90,21,0,2237
20399,265.72,0.0,0.0,90,4,0,678
2270,280.5,0.0,0.0,1,10,0,4170
5964,274.08,0.0,0.0,75,16,0,4347
13447,273.94,0.0,0.0,90,22,0,1123
2610,291.36,0.0,0.0,1,0,0,1143
22146,274.08,0.0,0.0,20,22,0,4409
13270,273.03,0.0,0.0,90,16,0,6594
14849,281.69,0.0,0.0,90,23,0,2144
20699,283.43,0.0,0.0,90,20,0,2644
33192,292.64,0.0,0.0,1,20,0,2385
20481,284.66,0.0,0.0,90,6,0,795
19527,277.22,0.0,0.0,75,18,0,3910
10266,287.89,0.0,0.0,90,15,0,4875
30148,268.29,0.0,0.0,1,9,0,4836
25802,290.52,0.0,0.0,40,18,0,4843
25341,284.94,0.0,0.0,75,13,0,3733
9944,266.79,0.0,0.0,1,16,0,6483
39992,263.13,0.0,0.0,20,20,0,2229
23168,278.55,0.0,0.0,1,3,0,331
31211,292.36,0.0,0.0,1,1,0,363
36862,299.18,0.0,0.0,8,18,0,4567
30032,283.78,0.0,0.0,1,23,0,1120
19957,293.16,0.0,0.0,24,17,0,5028
31271,280.01,0.0,0.0,90,13,0,5239
29295,276.69,0.0,0.0,90,10,0,4457
27745,279.15,0.0,0.0,90,18,0,3950
9347,289.29,0.0,0.0,40,14,0,6005
30622,291.21,0.0,0.0,64,23,0,1372
4931,284.28,0.0,0.0,12,2,0,283
33451,290.44,0.0,0.0,90,1,0,392
3809,299.23,0.0,0.0,1,17,0,5928
23457,284.08,0.0,0.0,90,9,0,4802
42351,262.67,0.0,0.0,90,23,0,979
42615,284.93,0.0,0.0,90,10,0,4852
24192,269.58,0.0,0.05,90,10,0,2989
43137,278.65,0.0,0.0,75,11,0,4980
17335,260.86,0.0,0.0,5,8,0,2008
4464,274.75,0.0,0.0,90,13,0,4802
24249,291.89,0.0,0.0,90,10,0,3843
42277,258.5,0.0,0.0,20,0,0,515
14890,270.94,0.0,0.0,90,15,0,4255
13766,259.49,0.0,0.0,75,5,0,1887
34360,276.29,0.0,0.0,90,3,0,333
16683,294.93,0.0,0.0,1,9,0,2713
15666,278.68,0.0,0.0,5,7,0,6405
33370,294.9,0.0,0.0,40,19,0,3146
12666,263.23,0.0,0.0,1,0,0,545
35102,265.02,0.0,0.0,1,22,0,2485
33604,296.68,0.0,0.0,0,11,0,4854
8171,300.87,0.0,0.0,20,11,0,4352
28759,271.77,0.0,0.0,90,12,0,3289
33274,286.66,0.0,0.0,12,6,0,5963
28263,289.39,0.0,0.0,75,17,0,5102
18051,271.22,0.0,0.0,40,9,0,5097
24120,275.15,0.0,0.0,90,14,0,5512
26873,291.87,0.0,0.0,5,22,0,2080
24185,283.79,0.0,0.0,40,10,0,4239
30049,292.88,0.0,0.0,1,0,0,658
20079,292.97,1.09,0.0,75,7,0,5700
34309,289.35,0.0,0.0,90,22,0,2107
33283,274.62,0.0,0.0,1,21,0,2158
1944,301.97,0.25,0.0,1,18,0,4261
26772,260.5,0.0,0.0,90,2,0,254
28147,269.87,0.0,0.0,90,22,0,707
10237,272.34,0.0,0.0,1,22,0,3261
38975,284.61,0.0,0.0,90,2,0,331
42590,259.65,0.0,0.0,40,7,0,6297
206,276.43,0.0,0.0,90,16,0,4205
17012,271.95,0.0,0.0,90,22,0,1156
18657,265.02,0.0,0.0,1,16,0,6986
7036,290.8,0.0,0.0,90,14,0,5370
15207,287.61,0.0,0.0,90,10,0,4506
37401,289.69,2.03,0.0,88,8,0,1963
28324,287.17,0.0,0.0,1,11,0,4585
21770,295.15,0.0,0.0,1,7,0,4966
267,297.38,0.0,0.0,44,16,0,4392
28131,290.37,0.0,0.0,100,2,0,588
27881,260.27,0.0,0.0,1,2,0,340
42091,280.07,0.0,0.0,90,2,0,326
21524,247.15,0.0,0.0,5,9,0,2412
5107,259.61,0.0,0.0,1,23,0,1011
23809,284.15,0.0,0.0,75,12,0,3947
19229,294.9,0.0,0.0,40,19,0,3146
18186,273.88,0.0,0.0,90,1,0,431
31269,274.94,0.0,0.0,20,20,0,2806
18081,284.22,0.0,0.0,40,2,0,271
16444,295.52,0.0,0.0,1,23,0,1069
22759,291.04,0.0,0.0,40,20,0,2777
27159,291.55,0.0,0.0,90,9,0,4784
12275,289.1,0.0,0.0,20,13,0,4945
13095,262.09,0.0,0.0,90,15,0,4848
33360,272.21,0.0,0.0,90,14,0,4958
1454,299.29,0.0,0.0,5,15,0,5823
3369,290.12,0.0,0.0,32,15,0,4413
30795,281.65,0.0,0.0,90,22,0,1782
36041,259.14,0.0,0.0,64,0,0,515
42771,275.43,0.0,0.0,75,8,0,3073
22635,292.86,0.51,0.0,90,1,0,337
18431,291.11,0.0,0.0,90,5,0,2860
4051,295.58,0.0,0.0,1,13,0,5334
36837,295.86,0.25,0.0,1,14,0,5680
16132,292.47,0.0,0.0,48,9,0,5702
16603,288.5,0.0,0.0,40,12,0,4825
38193,293.02,0.0,0.0,32,8,0,5568
37419,269.82,0.0,0.0,1,12,0,4236
12651,299.62,0.0,0.0,5,20,0,3266
1958,281.05,0.0,0.0,90,0,0,665
19686,281.35,0.0,0.0,75,5,0,919
15079,271.88,0.0,0.0,1,3,0,503
11329,282.46,0.0,0.0,92,2,0,237
12469,248.48,0.0,0.0,1,6,0,5032
25222,271.81,0.0,0.0,90,7,0,2150
17215,289.63,0.0,0.0,56,10,0,4813
12874,269.76,0.0,0.0,1,2,0,719
40302,291.872,0.0,0.0,88,16,0,4550
6261,293.15,0.0,0.0,88,21,0,2298
42610,291.5,0.0,0.0,1,12,0,4961
7853,275.36,0.0,0.0,40,14,0,4121
24373,271.58,0.0,0.0,90,20,0,3144
8590,261.95,0.0,0.0,90,23,0,2089
6957,290.65,0.76,0.0,64,1,0,402
25806,269.72,0.0,0.0,1,19,0,3090
42735,280.58,0.0,0.0,1,5,0,433
20203,283.33,0.0,0.0,57,12,0,4076
21520,275.62,0.0,0.0,90,23,0,971
26186,273.22,0.0,0.0,90,10,0,3400
34003,289.16,0.0,0.0,90,10,0,4733
27564,289.95,0.0,0.0,40,8,0,5970
14117,278.388,0.0,0.0,0,1,0,472
22768,271.75,0.0,0.0,90,8,0,1808
10445,283.94,0.0,0.0,40,21,0,3119
33630,260.17,0.25,0.0,64,0,1,712
2239,284.71,1.44,0.0,90,2,0,213
37756,277.38,0.0,0.0,90,20,0,2787
9019,272.29,0.0,0.0,90,2,0,233
15933,284.87,0.0,0.0,1,8,0,5351
9095,271.85,0.0,0.0,90,2,0,285
40631,297.96,0.0,0.0,1,21,0,2494
43087,290.48,0.0,0.0,1,10,0,4688
5726,300.09,0.0,0.0,40,14,0,5367
17986,279.65,0.0,0.0,1,7,0,7065
31957,287.85,0.25,0.0,90,0,0,536
23733,271.28,0.0,0.0,90,20,0,844
28046,274.99,0.0,0.0,90,3,0,447
40978,274.07,0.0,0.0,90,18,0,4956
27452,275.89,0.0,0.0,64,2,0,585
22225,291.88,0.0,0.0,90,13,0,4583
32113,277.23,0.0,0.0,1,10,0,4098
17929,276.15,0.0,0.0,75,17,0,6039
22973,267.79,0.0,0.0,64,8,0,3943
38758,289.65,0.0,0.0,90,23,0,1875
21964,286.71,1.84,0.0,92,7,0,6873
27610,281.15,0.0,0.0,1,20,0,2827
9178,273.59,0.0,0.0,1,1,0,325
41895,296.35,0.0,0.0,1,0,0,565
10581,272.68,0.0,0.0,90,9,0,4839
27337,271.18,0.0,0.0,90,9,0,5379
3832,256.79,0.0,0.0,75,1,0,412
7424,278.9,0.0,0.0,1,7,0,6004
797,273.82,0.0,0.0,90,8,0,6009
32752,291.5,0.0,0.0,92,2,0,734
2474,290.49,0.51,0.0,75,19,0,3180
6371,281.29,0.0,0.0,90,4,0,910
11308,270.52,0.0,0.0,90,21,0,2458
20954,301.41,0.0,0.0,5,12,0,4484
33559,279.76,0.0,0.0,90,0,0,592
35111,276.7,0.0,0.0,90,22,0,1451
17069,282.24,2.79,0.0,20,7,0,6526
31682,278.55,0.0,0.0,75,12,0,4862
26611,267.57,0.0,0.0,90,15,0,5897
13737,283.86,0.0,0.0,75,22,0,2003
24697,283.96,0.0,0.0,75,15,0,5587
18161,296.41,0.0,0.0,40,18,0,4981
37309,277.51,0.0,0.0,75,15,0,6073
11641,265.58,0.0,0.0,90,5,0,2639
30850,258.76,0.0,0.0,1,5,0,2505
23346,274.55,0.0,0.0,1,0,0,574
27144,272.09,0.0,0.0,90,10,0,3846
38786,279.95,0.0,0.0,1,6,0,5234
30600,291.62,0.0,0.0,75,19,0,3800
5068,247.21,0.0,0.0,5,7,0,1728
738,272.88,0.0,0.0,90,11,0,4668
33938,294.08,0.0,0.0,40,0,0,1376
16543,285.08,0.0,0.0,5,15,0,5787
25834,266.08,0.0,0.0,90,10,0,4297
27672,268.15,0.0,0.0,90,5,0,877
29099,264.38,0.0,0.0,90,5,0,586
18474,294.48,0.0,0.0,90,13,0,4823
33972,275.08,0.0,0.0,90,8,0,5728
2335,299.01,0.0,0.0,40,20,0,3282
39751,280.05,0.0,0.0,90,16,0,6564
17047,300.7,0.0,0.0,0,13,0,4514
36375,275.02,0.0,0.0,90,8,0,1919
11427,285.5,0.0,0.0,1,12,0,4673
33841,259.86,0.0,0.0,90,21,0,2032
37519,295.58,0.0,0.0,75,10,0,2962
16598,296.37,0.0,0.0,20,19,0,3465
16374,290.75,0.0,0.0,90,9,0,4792
21245,291.64,0.25,0.0,48,7,0,1264
7832,293.86,0.0,0.0,75,12,0,5047
9518,289.36,0.0,0.0,75,6,0,966
6997,293.4,0.0,0.0,1,22,0,2244
5340,269.24,0.0,0.05,90,7,0,3415
26635,272.38,0.0,0.0,90,9,0,4916
6239,298.98,0.0,0.0,0,12,0,5960
42818,285.62,0.0,0.0,40,10,0,4556
29222,298.09,0.0,0.0,90,20,0,2938
14368,272.814,0.0,0.0,24,7,0,5659
2885,298.15,0.0,0.0,40,16,0,6661
33978,270.28,0.0,0.0,90,18,0,5208
30496,285.77,0.0,0.0,90,1,0,373
30047,301.72,0.0,0.0,75,15,0,5735
30406,259.9,0.0,0.0,1,20,0,2957
12535,286.15,0.0,0.0,40,5,0,889
16264,294.33,0.0,0.0,1,21,0,3255
3835,290.28,0.0,0.0,90,5,0,2747
13401,288.95,0.0,0.0,1,2,0,294
13755,275.42,0.0,0.0,90,15,0,5494
6146,302.15,0.0,0.0,40,19,0,2828
811,255.79,0.0,0.0,20,7,0,3733
28473,272.94,0.0,0.0,75,4,0,867
14199,287.48,7.39,0.0,90,17,0,5811
24630,293.495,0.0,0.0,0,13,0,4426
11462,298.68,0.0,0.0,40,12,0,5031
6210,249.66,0.0,0.0,1,8,0,4615
27553,299.08,0.0,0.0,1,14,0,4458
36946,287.606,0.0,0.0,0,23,0,1019
34651,283.89,0.0,0.0,1,1,0,749
7169,286.71,0.0,0.0,90,11,0,3351
39015,275.11,0.0,0.0,64,22,0,1306
29576,301.15,0.0,0.0,1,17,0,2843
10189,280.1,0.0,0.0,90,4,0,304
35269,262.87,0.0,0.0,64,17,0,3273
1416,279.45,0.0,0.0,90,13,0,4907
16819,267.2,0.0,0.0,90,21,0,1837
11935,292.82,0.0,0.0,40,3,0,369
33941,291.28,0.0,0.0,1,4,0,443
