,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
13794,None,281.63,0.25,0.0,40,Rain,light rain,4/20/2014 7:00,1121,very low
12011,None,257.29,0.0,0.0,90,Clouds,overcast clouds,2/4/2014 20:00,2454,low
29779,None,253.95,0.0,0.0,90,Snow,light snow,1/5/2017 3:00,386,very low
41642,None,267.08,0.0,0.0,90,Snow,light snow,2/19/2018 18:00,2659,low
29905,None,268.68,0.0,0.0,90,Clouds,overcast clouds,1/9/2017 19:00,2508,low
33583,None,290.15,0.0,0.0,1,Clear,sky is clear,5/13/2017 10:00,4407,high
44065,None,287.8,0.0,0.0,1,Clear,sky is clear,5/14/2018 2:00,243,very low
36938,None,283.65,0.0,0.0,90,Clouds,overcast clouds,9/6/2017 4:00,889,very low
10303,None,274.04,0.25,0.0,64,Snow,heavy snow,12/2/2013 17:00,4795,high
35140,None,292.53,0.0,0.0,1,Clear,sky is clear,7/7/2017 4:00,874,very low
32355,None,282.55,0.0,0.0,75,Rain,light rain,4/3/2017 22:00,1527,low
25574,None,289.94,0.0,0.0,0,Clear,Sky is Clear,8/8/2016 4:00,966,very low
29336,None,275.86,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 19:00,3200,medium
32936,None,281.91,0.0,0.0,1,Clear,sky is clear,4/21/2017 23:00,3193,medium
12432,None,258.65,0.0,0.0,20,Clouds,few clouds,2/22/2014 9:00,2667,low
23926,None,288.85,0.51,0.0,90,Mist,mist,6/4/2016 3:00,477,very low
32978,None,291.3,0.0,0.0,90,Clouds,overcast clouds,4/23/2017 17:00,4238,medium
18445,None,290.52,1.52,0.0,90,Rain,moderate rain,9/20/2015 18:00,3857,medium
2434,None,258.28,0.0,0.0,40,Clouds,scattered clouds,12/28/2012 1:00,452,very low
3933,None,263.9,0.0,0.0,1,Fog,fog,2/27/2013 3:00,296,very low
7236,None,302.26,0.0,0.0,80,Clouds,broken clouds,6/26/2013 18:00,4663,high
5039,None,273.9,0.0,0.0,90,Mist,mist,4/12/2013 12:00,5393,high
19543,None,284.38,0.0,0.0,90,Drizzle,drizzle,11/17/2015 16:00,6368,very high
36487,None,296.02,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,8/21/2017 14:00,5145,high
1806,None,271.39,0.0,0.0,90,Snow,heavy snow,12/8/2012 16:00,4983,high
44763,None,296.75,0.0,0.0,1,Clear,sky is clear,6/7/2018 19:00,3715,medium
40258,None,248.72,0.0,0.0,1,Clear,sky is clear,1/1/2018 3:00,585,very low
12876,None,266.56,0.0,0.0,20,Clouds,few clouds,3/13/2014 0:00,634,very low
941,None,278.74,0.0,0.0,90,Haze,haze,11/6/2012 18:00,3921,medium
34778,None,293.15,0.0,0.0,90,Rain,light rain,6/23/2017 19:00,3857,medium
20464,None,272.54,0.0,0.0,90,Mist,mist,1/7/2016 5:00,2842,low
2665,None,261.9,0.0,0.0,90,Snow,heavy snow,1/4/2013 9:00,4844,high
39422,None,270.65,0.0,0.0,1,Clear,sky is clear,12/3/2017 0:00,1274,very low
23015,None,289.96,0.0,0.0,1,Clear,sky is clear,5/3/2016 21:00,2363,low
16147,None,293.38,0.0,0.0,75,Haze,haze,6/30/2015 10:00,4290,medium
34169,None,285.97,0.0,0.0,1,Clear,sky is clear,5/31/2017 23:00,1213,very low
30752,None,262.27,0.0,0.0,1,Clear,sky is clear,2/4/2017 4:00,482,very low
38861,None,269.21,0.0,0.0,75,Haze,haze,11/12/2017 8:00,2133,low
40397,None,260.93,0.0,0.0,1,Clear,sky is clear,1/6/2018 17:00,4536,high
42525,None,275.51,0.0,0.0,75,Clouds,broken clouds,3/21/2018 16:00,6790,very high
14310,None,281.77,0.0,0.0,1,Clear,sky is clear,5/13/2014 22:00,1957,low
17767,None,296.53,0.0,0.0,40,Clouds,scattered clouds,8/27/2015 17:00,6175,very high
22911,None,284.94,0.0,0.0,1,Clear,sky is clear,4/29/2016 13:00,5553,high
8833,None,293.71,0.0,0.0,44,Clouds,scattered clouds,9/8/2013 23:00,2109,low
36138,None,295.36,0.0,0.0,40,Clouds,scattered clouds,8/10/2017 19:00,3452,medium
14804,None,292.09,6.89,0.0,44,Rain,heavy intensity rain,6/1/2014 7:00,1256,very low
15578,None,294.93,0.0,0.0,1,Clear,sky is clear,7/17/2014 21:00,3054,medium
44061,None,290.69,0.0,0.0,5,Clear,sky is clear,5/13/2018 22:00,1759,low
6424,None,288.6,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 18:00,2912,low
15936,None,287.3,0.0,0.0,1,Fog,fog,8/6/2014 6:00,5785,high
34883,None,294.65,0.0,0.0,1,Clear,sky is clear,6/27/2017 21:00,3057,medium
10665,None,260.86,0.0,0.0,90,Snow,light snow,12/14/2013 4:00,432,very low
6429,None,286.55,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 23:00,1452,very low
25107,None,294.25,0.25,0.0,1,Rain,light rain,7/21/2016 6:00,5216,high
40890,None,270.86,0.0,0.0,90,Mist,mist,1/22/2018 22:00,1631,low
18482,None,295.31,0.0,0.0,1,Clear,sky is clear,9/22/2015 14:00,5335,high
21622,None,273.48,0.0,0.0,90,Mist,mist,3/5/2016 3:00,400,very low
4041,None,271.34,0.0,0.0,20,Clouds,few clouds,3/3/2013 15:00,4348,medium
11905,None,255.84,0.0,0.0,0,Clear,sky is clear,1/31/2014 10:00,4548,high
23517,None,298.74,0.0,0.0,1,Clear,sky is clear,5/21/2016 15:00,4473,high
6676,None,290.09,0.0,0.0,90,Clouds,overcast clouds,6/4/2013 22:00,1899,low
32433,None,279.4,0.0,0.0,1,Clear,sky is clear,4/6/2017 21:00,3126,medium
2625,None,264.97,0.0,0.0,90,Snow,heavy snow,1/3/2013 13:00,4729,high
33084,None,276.42,0.0,0.0,90,Drizzle,light intensity drizzle,4/26/2017 13:00,4912,high
35650,None,292.08,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/25/2017 7:00,6827,very high
23848,None,287.8,0.0,0.0,20,Clouds,few clouds,6/1/2016 7:00,6442,very high
34543,None,294.28,0.0,0.0,1,Clear,sky is clear,6/14/2017 23:00,2347,low
29023,None,265.88,0.0,0.0,90,Mist,mist,12/11/2016 11:00,2611,low
26008,None,288.31,0.0,0.0,1,Mist,mist,8/25/2016 6:00,5404,high
28954,None,264.68,0.0,0.0,75,Snow,light snow,12/9/2016 12:00,5280,high
11638,None,247.8,0.0,0.0,1,Clear,sky is clear,1/21/2014 4:00,784,very low
37847,None,287.35,0.0,0.0,90,Drizzle,light intensity drizzle,10/7/2017 13:00,4882,high
33047,None,283.62,0.0,0.0,90,Rain,light rain,4/25/2017 23:00,1034,very low
20876,None,276.15,0.0,0.0,90,Clouds,overcast clouds,1/27/2016 23:00,955,very low
21287,None,265.36,0.0,0.0,90,Snow,light snow,2/14/2016 20:00,2301,low
3075,None,256.54,0.0,0.0,20,Clouds,few clouds,1/20/2013 23:00,1031,very low
25909,None,288.66,0.0,0.0,1,Clear,sky is clear,8/21/2016 22:00,1901,low
17028,None,301.6,0.0,0.0,36,Clouds,scattered clouds,8/1/2015 14:00,3623,medium
38867,None,273.86,0.0,0.0,90,Clouds,overcast clouds,11/12/2017 13:00,4114,medium
14697,None,287.65,0.0,0.0,75,Clouds,broken clouds,5/28/2014 4:00,827,very low
44378,None,297.15,0.0,0.0,40,Clouds,scattered clouds,5/25/2018 11:00,4928,high
35108,None,298.88,0.0,0.0,1,Clear,sky is clear,7/5/2017 23:00,1335,very low
34997,None,290.22,0.0,0.0,40,Clouds,scattered clouds,7/1/2017 8:00,2649,low
3169,None,255.65,0.0,0.0,90,Clouds,overcast clouds,1/25/2013 11:00,4911,high
24388,None,287.92,0.0,0.0,12,Rain,light rain,6/23/2016 2:00,449,very low
27192,None,283.216,0.0,0.0,20,Clouds,few clouds,10/8/2016 16:00,4626,high
40863,None,272.58,0.0,0.0,90,Mist,mist,1/22/2018 11:00,3240,medium
37426,None,294.86,0.0,0.0,75,Rain,moderate rain,9/24/2017 23:00,2973,medium
39322,None,277.68,0.0,0.0,5,Clear,sky is clear,11/28/2017 20:00,2676,low
23021,None,283.07,0.0,0.0,1,Clear,sky is clear,5/4/2016 3:00,799,very low
2503,None,262.73,0.0,0.0,20,Snow,heavy snow,12/29/2012 21:00,2429,low
35456,None,291.08,0.0,0.0,1,Haze,haze,7/19/2017 0:00,785,very low
16387,None,284.79,0.0,0.0,40,Clouds,scattered clouds,7/8/2015 6:00,5709,high
4132,None,270.77,0.0,0.0,20,Clouds,few clouds,3/7/2013 15:00,6428,very high
8919,None,289.82,0.0,0.0,1,Clear,sky is clear,9/13/2013 19:00,4027,medium
27789,None,278.78,0.0,0.0,1,Mist,mist,11/3/2016 4:00,965,very low
21910,None,271.15,0.0,0.0,90,Snow,light snow,3/19/2016 2:00,586,very low
42996,None,263.35,0.0,0.0,1,Clear,sky is clear,4/6/2018 23:00,2205,low
10659,None,260.65,0.0,0.0,90,Snow,light snow,12/14/2013 0:00,1144,very low
8282,None,296.66,0.0,0.0,0,Clear,Sky is Clear,8/8/2013 18:00,4815,high
2844,None,274.67,0.0,0.0,90,Mist,mist,1/12/2013 3:00,353,very low
14118,None,284.48,1.24,0.0,90,Drizzle,light intensity drizzle,5/8/2014 8:00,5653,high
45983,None,293.94,0.0,0.0,90,Rain,moderate rain,7/19/2018 17:00,5872,very high
8693,None,303.15,0.0,0.0,90,Clouds,overcast clouds,8/28/2013 13:00,5463,high
7163,None,295.92,0.0,0.0,0,Clear,Sky is Clear,6/23/2013 22:00,2064,low
17079,None,297.99,0.0,0.0,40,Clouds,scattered clouds,8/3/2015 17:00,5864,very high
43354,None,269.43,0.0,0.0,75,Haze,haze,4/16/2018 9:00,4045,medium
12848,None,275.31,0.0,0.0,75,Clouds,broken clouds,3/11/2014 20:00,2839,low
34292,None,288.95,0.0,0.0,1,Clear,sky is clear,6/6/2017 2:00,294,very low
23344,None,275.68,0.0,0.0,75,Clouds,broken clouds,5/14/2016 9:00,3604,medium
8528,None,293.99,0.0,0.0,0,Clear,Sky is Clear,8/20/2013 0:00,659,very low
43882,None,296.15,0.0,0.0,1,Clear,sky is clear,5/7/2018 11:00,4608,high
3670,None,258.1,0.0,0.0,1,Clear,sky is clear,2/16/2013 23:00,1785,low
37322,None,296.28,0.0,0.0,1,Clear,sky is clear,9/20/2017 17:00,6046,very high
16345,None,294.16,5.59,0.0,1,Mist,mist,7/6/2015 16:00,6006,very high
8656,None,300.11,0.0,0.0,0,Clear,Sky is Clear,8/25/2013 22:00,2002,low
40467,None,278.75,0.0,0.0,75,Clouds,broken clouds,1/9/2018 15:00,5589,high
23497,None,295.14,0.0,0.0,75,Clouds,broken clouds,5/20/2016 19:00,3680,medium
43802,None,284.09,0.0,0.0,1,Clear,sky is clear,5/4/2018 7:00,6587,very high
6969,None,290.26,0.0,0.0,32,Clouds,scattered clouds,6/14/2013 2:00,382,very low
47371,None,294.46,0.25,0.0,90,Rain,light rain,9/3/2018 23:00,1012,very low
12689,None,263.86,0.0,0.0,90,Clouds,overcast clouds,3/5/2014 4:00,785,very low
21290,None,265.28,0.0,0.0,75,Snow,light snow,2/14/2016 22:00,2259,low
1238,None,279.24,0.0,0.0,1,Clear,sky is clear,11/16/2012 18:00,5074,high
2436,None,258.94,0.0,0.0,75,Clouds,broken clouds,12/28/2012 3:00,394,very low
74,None,281.42,0.0,0.0,90,Clouds,overcast clouds,10/5/2012 17:00,6169,very high
47907,None,289.0,1.1,0.0,90,Drizzle,drizzle,9/20/2018 11:00,4592,high
26049,None,289.73,0.0,0.0,1,Clear,sky is clear,8/26/2016 22:00,2273,low
14596,None,290.37,0.0,0.0,0,Clear,Sky is Clear,5/23/2014 23:00,2032,low
41997,None,274.22,0.0,0.0,40,Clouds,scattered clouds,3/3/2018 3:00,365,very low
43239,None,271.09,0.0,0.0,90,Haze,haze,4/14/2018 9:00,1755,low
24717,None,290.6,0.0,0.0,40,Mist,mist,7/6/2016 4:00,816,very low
2151,None,266.7,0.0,0.0,90,Mist,mist,12/18/2012 7:00,6656,very high
31954,None,275.82,0.0,0.0,90,Clouds,overcast clouds,3/23/2017 1:00,357,very low
26228,None,286.24,0.0,0.0,1,Clear,sky is clear,9/1/2016 4:00,772,very low
4852,None,277.04,0.0,0.0,90,Clouds,overcast clouds,4/7/2013 8:00,1623,low
24394,None,287.8,0.0,0.0,68,Clouds,broken clouds,6/23/2016 8:00,5991,very high
32555,None,274.09,0.0,0.0,90,Drizzle,light intensity drizzle,4/10/2017 23:00,872,very low
18655,None,290.69,0.0,0.0,90,Clouds,overcast clouds,9/28/2015 20:00,2581,low
7686,None,296.32,0.0,0.0,12,Clouds,few clouds,7/14/2013 19:00,3435,medium
26962,None,282.03,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 2:00,253,very low
7802,None,297.72,0.0,0.0,0,Clear,Sky is Clear,7/20/2013 8:00,3057,medium
31779,None,268.08,0.0,0.0,75,Clouds,broken clouds,3/16/2017 0:00,889,very low
19703,None,268.68,0.0,0.0,1,Clear,sky is clear,11/27/2015 12:00,4310,medium
2158,None,267.8,0.0,0.0,90,Mist,mist,12/18/2012 12:00,5316,high
10560,None,256.98,0.0,0.0,64,Snow,light snow,12/10/2013 1:00,276,very low
33749,None,285.75,0.0,0.0,90,Mist,mist,5/17/2017 23:00,1328,very low
21957,None,283.44,0.0,0.0,1,Clear,sky is clear,3/21/2016 19:00,3282,medium
10941,None,261.0,0.0,0.0,64,Clouds,broken clouds,12/25/2013 2:00,282,very low
39199,None,277.56,0.0,0.0,40,Clouds,scattered clouds,11/23/2017 19:00,3194,medium
23446,None,293.4,0.0,0.0,20,Clouds,few clouds,5/18/2016 16:00,6472,very high
17112,None,288.27,0.0,0.0,1,Clear,sky is clear,8/5/2015 2:00,308,very low
36760,None,296.57,0.0,0.0,40,Clouds,scattered clouds,8/30/2017 11:00,5189,high
18616,None,290.32,0.0,0.0,1,Clear,sky is clear,9/27/2015 1:00,1070,very low
19759,None,273.94,0.0,0.0,90,Mist,mist,11/30/2015 22:00,1123,very low
9012,None,289.58,0.0,0.0,90,Drizzle,light intensity drizzle,9/18/2013 4:00,850,very low
31700,None,265.62,0.0,0.0,90,Mist,mist,3/12/2017 22:00,1935,low
5221,None,274.51,0.0,0.0,75,Clouds,broken clouds,4/18/2013 3:00,303,very low
6690,None,289.48,0.25,0.0,92,Rain,light rain,6/5/2013 12:00,4959,high
24158,None,295.58,0.0,0.0,92,Clouds,overcast clouds,6/13/2016 12:00,4974,high
21605,None,272.65,0.0,0.0,75,Clouds,broken clouds,3/4/2016 9:00,5472,high
29318,None,268.34,0.0,0.0,40,Clouds,scattered clouds,12/21/2016 1:00,407,very low
5094,None,274.86,0.0,0.0,90,Snow,heavy snow,4/13/2013 16:00,4759,high
22816,None,279.02,0.0,0.0,90,Clouds,overcast clouds,4/26/2016 1:00,360,very low
34319,None,284.88,0.0,0.0,1,Clear,sky is clear,6/7/2017 5:00,3008,medium
20568,None,257.93,0.0,0.0,90,Snow,light snow,1/11/2016 17:00,5310,high
11498,None,263.31,0.0,0.0,64,Snow,light snow,1/15/2014 17:00,5258,high
7423,None,296.11,0.0,0.0,1,Clear,sky is clear,7/4/2013 9:00,2095,low
32253,None,278.82,0.0,0.0,1,Clear,sky is clear,3/31/2017 22:00,2860,low
13321,None,281.45,0.0,0.0,90,Clouds,overcast clouds,3/31/2014 13:00,4816,high
39392,None,280.3,0.0,0.0,90,Clouds,overcast clouds,12/1/2017 18:00,5037,high
31065,None,279.555,0.0,0.0,76,Clouds,broken clouds,2/16/2017 16:00,6564,very high
7041,None,294.53,0.0,0.0,0,Clear,Sky is Clear,6/16/2013 21:00,2873,low
44775,None,291.22,0.0,0.0,40,Thunderstorm,proximity thunderstorm,6/8/2018 4:00,884,very low
3599,None,274.06,0.0,0.0,75,Clouds,broken clouds,2/14/2013 12:00,5026,high
43125,None,275.48,0.0,0.0,1,Clear,sky is clear,4/11/2018 10:00,4791,high
24234,None,299.08,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 16:00,6456,very high
14895,None,299.34,0.0,0.0,1,Clear,sky is clear,6/4/2014 17:00,6888,very high
31437,None,271.02,0.0,0.0,40,Clouds,scattered clouds,3/2/2017 16:00,6686,very high
34271,None,288.29,0.0,0.0,1,Clear,sky is clear,6/5/2017 5:00,3022,medium
20796,None,268.93,0.0,0.0,90,Mist,mist,1/24/2016 1:00,827,very low
36906,None,285.62,0.0,0.0,1,Rain,light rain,9/4/2017 21:00,2186,low
10706,None,254.46,0.0,0.0,64,Clouds,broken clouds,12/15/2013 18:00,3301,medium
10592,None,251.14,0.0,0.0,1,Clear,sky is clear,12/11/2013 4:00,805,very low
16986,None,300.25,0.0,0.0,1,Clear,sky is clear,7/30/2015 19:00,3660,medium
43264,None,269.21,0.0,0.0,90,Snow,heavy snow,4/14/2018 18:00,1068,very low
9857,None,278.58,0.0,0.0,64,Clouds,broken clouds,11/14/2013 19:00,3525,medium
11588,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/19/2014 0:00,1236,very low
14753,None,301.65,0.0,0.0,20,Clouds,few clouds,5/30/2014 12:00,5444,high
5824,None,283.8,0.0,0.0,1,Clear,sky is clear,5/7/2013 1:00,336,very low
37176,None,295.29,0.0,0.0,1,Clear,sky is clear,9/15/2017 10:00,4842,high
7427,None,300.47,0.0,0.0,40,Clouds,scattered clouds,7/4/2013 13:00,3265,medium
29871,None,262.84,0.0,0.0,90,Snow,light snow,1/8/2017 18:00,3331,medium
20501,None,272.98,0.0,0.0,90,Mist,mist,1/8/2016 9:00,4749,high
21529,None,281.65,0.0,0.0,1,Clear,sky is clear,2/27/2016 11:00,4608,high
17488,None,290.68,7.72,0.0,90,Mist,mist,8/18/2015 13:00,4444,high
6670,None,292.33,0.0,0.0,90,Clouds,overcast clouds,6/4/2013 16:00,6852,very high
6344,None,284.08,0.0,0.0,90,Drizzle,light intensity drizzle,5/23/2013 18:00,4200,medium
32568,None,273.53,0.0,0.0,90,Clouds,overcast clouds,4/11/2017 5:00,2623,low
36668,None,291.15,0.0,0.0,90,Mist,mist,8/27/2017 1:00,1209,very low
16141,None,289.81,0.3,0.0,1,Rain,light rain,6/30/2015 7:00,6063,very high
16573,None,300.01,3.05,0.0,40,Rain,moderate rain,7/15/2015 15:00,5268,high
20872,None,277.22,0.0,0.0,90,Clouds,overcast clouds,1/27/2016 18:00,4689,high
14337,None,279.41,0.25,0.0,40,Rain,light rain,5/15/2014 1:00,344,very low
27017,None,284.15,0.0,0.0,20,Clouds,few clouds,10/1/2016 8:00,3462,medium
15030,None,287.79,0.0,0.0,1,Clear,sky is clear,6/9/2014 1:00,422,very low
43822,None,288.54,0.0,0.0,1,Clear,sky is clear,5/5/2018 4:00,399,very low
292,None,284.03,0.0,0.0,93,Mist,mist,10/14/2012 20:00,2718,low
20913,None,273.48,0.0,0.0,90,Rain,light rain,1/29/2016 21:00,2834,low
15129,None,301.73,0.0,0.0,0,Clear,Sky is Clear,6/20/2014 17:00,5662,high
27283,None,279.83,0.0,0.0,56,Clouds,broken clouds,10/12/2016 12:00,4278,medium
33952,None,282.82,0.0,0.0,90,Rain,light rain,5/23/2017 8:00,5968,very high
9654,None,277.8,0.0,0.0,1,Clear,sky is clear,10/26/2013 10:00,5341,high
11181,None,255.62,0.0,0.0,64,Clouds,broken clouds,1/3/2014 7:00,5668,high
38389,None,274.15,0.0,0.0,90,Rain,light rain,10/27/2017 9:00,4444,high
4620,None,267.16,0.0,0.0,1,Mist,mist,3/29/2013 8:00,5226,high
32460,None,282.14,0.0,0.0,1,Clear,sky is clear,4/8/2017 1:00,929,very low
16517,None,293.17,0.0,0.0,40,Rain,light rain,7/13/2015 8:00,5369,high
43329,None,270.48,0.0,0.0,90,Mist,mist,4/15/2018 18:00,1659,low
19792,None,271.41,0.0,0.0,90,Snow,light snow,12/2/2015 8:00,5886,very high
32478,None,294.41,0.0,0.0,75,Clouds,broken clouds,4/8/2017 19:00,3391,medium
28669,None,274.82,0.0,0.0,90,Snow,light snow,11/30/2016 4:00,868,very low
21691,None,276.94,0.0,0.0,90,Mist,mist,3/9/2016 18:00,4639,high
667,None,275.03,0.0,0.0,90,Rain,light rain,10/26/2012 11:00,5341,high
23365,None,273.55,0.0,0.0,20,Clouds,few clouds,5/15/2016 6:00,960,very low
17439,None,294.49,25.46,0.0,90,Mist,mist,8/16/2015 21:00,2118,low
15589,None,290.77,0.0,0.0,75,Clouds,broken clouds,7/18/2014 8:00,5658,high
22364,None,277.74,0.0,0.0,1,Clear,sky is clear,4/9/2016 19:00,3565,medium
13712,None,273.48,2.11,0.0,90,Rain,moderate rain,4/16/2014 21:00,2125,low
47984,None,285.97,0.0,0.0,1,Clear,sky is clear,9/22/2018 11:00,4638,high
5417,None,276.4,0.0,0.0,90,Mist,mist,4/23/2013 2:00,240,very low
46259,None,299.08,0.0,0.0,40,Clouds,scattered clouds,7/29/2018 13:00,4489,high
31001,None,280.65,0.0,0.0,1,Clear,sky is clear,2/13/2017 15:00,5568,high
31165,None,282.47,0.0,0.0,68,Rain,light rain,2/20/2017 20:00,2367,low
20544,None,254.28,0.0,0.0,1,Clear,sky is clear,1/10/2016 13:00,3258,medium
6167,None,287.15,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,5/19/2013 10:00,3591,medium
42355,None,273.08,0.0,0.0,5,Clear,sky is clear,3/15/2018 12:00,5113,high
340,None,289.15,0.0,0.0,75,Clouds,broken clouds,10/16/2012 15:00,5813,high
13752,None,281.6,0.64,0.0,40,Rain,light rain,4/18/2014 13:00,5743,high
30948,None,276.4,0.0,0.0,90,Clouds,overcast clouds,2/11/2017 19:00,3605,medium
38317,None,285.58,0.0,0.0,40,Clouds,scattered clouds,10/25/2017 15:00,5895,very high
30379,None,274.65,0.0,0.0,90,Fog,fog,1/22/2017 6:00,935,very low
43514,None,282.53,0.0,0.0,1,Clear,sky is clear,4/22/2018 22:00,1906,low
4587,None,271.41,0.0,0.0,90,Clouds,overcast clouds,3/27/2013 23:00,2742,low
28919,None,265.48,0.0,0.0,75,Snow,light snow,12/8/2016 5:00,2835,low
847,None,277.06,0.0,0.0,40,Clouds,scattered clouds,11/2/2012 18:00,4987,high
31782,None,268.08,0.0,0.0,75,Clouds,broken clouds,3/16/2017 3:00,586,very low
29486,None,274.72,0.0,0.0,90,Snow,light snow,12/25/2016 19:00,2176,low
25352,None,289.63,0.0,0.0,90,Clouds,overcast clouds,7/30/2016 2:00,326,very low
31476,None,270.02,0.0,0.0,1,Clear,sky is clear,3/4/2017 5:00,526,very low
20331,None,262.17,0.0,0.0,40,Snow,light snow,12/31/2015 10:00,4150,medium
18256,None,299.55,0.0,0.0,1,Clear,sky is clear,9/14/2015 15:00,5863,very high
10396,None,271.3,1.52,0.0,64,Mist,mist,12/4/2013 8:00,4173,medium
22688,None,278.03,0.0,0.0,1,Clear,sky is clear,4/23/2016 3:00,405,very low
8117,None,297.47,0.0,0.0,1,Clear,sky is clear,8/1/2013 18:00,4875,high
42624,None,276.95,0.0,0.0,90,Clouds,overcast clouds,3/26/2018 1:00,325,very low
29471,None,273.88,0.0,0.0,90,Rain,moderate rain,12/25/2016 15:00,2540,low
27889,None,283.7,0.0,0.0,40,Clouds,scattered clouds,11/7/2016 3:00,285,very low
15126,None,292.6,0.0,0.0,44,Mist,mist,6/20/2014 5:00,2755,low
23496,None,295.64,0.0,0.0,75,Clouds,broken clouds,5/20/2016 18:00,4756,high
24985,None,286.532,0.0,0.0,0,Clear,Sky is Clear,7/16/2016 7:00,1879,low
14135,None,292.07,0.38,0.0,90,Mist,mist,5/8/2014 15:00,6174,very high
33381,None,295.7,0.0,0.0,1,Clear,sky is clear,5/5/2017 14:00,5400,high
37393,None,302.9,0.0,0.0,40,Clouds,scattered clouds,9/23/2017 15:00,4473,high
27131,None,281.639,0.0,0.0,0,Clear,Sky is Clear,10/6/2016 2:00,274,very low
20940,None,275.65,0.0,0.0,75,Clouds,broken clouds,1/31/2016 11:00,3684,medium
13907,None,276.32,0.25,0.0,20,Rain,light rain,4/25/2014 0:00,1335,very low
33979,None,283.35,0.0,0.0,90,Clouds,overcast clouds,5/24/2017 9:00,5109,high
4230,None,274.67,0.0,0.0,90,Rain,light rain,3/10/2013 23:00,1070,very low
46070,None,290.22,0.0,0.0,90,Clouds,overcast clouds,7/22/2018 6:00,902,very low
45028,None,301.49,0.0,0.0,1,Drizzle,light intensity drizzle,6/16/2018 23:00,2047,low
19688,None,272.15,0.0,0.0,90,Mist,mist,11/26/2015 13:00,2987,medium
13997,None,279.5,0.65,0.0,90,Rain,light rain,4/28/2014 18:00,4092,medium
5889,None,293.36,0.0,0.0,90,Drizzle,light intensity drizzle,5/9/2013 17:00,6305,very high
45991,None,291.42,0.0,0.0,90,Drizzle,drizzle,7/19/2018 22:00,2282,low
37110,None,301.95,0.0,0.0,1,Clear,sky is clear,9/12/2017 16:00,7007,very high
44436,None,305.22,0.0,0.0,1,Clear,sky is clear,5/27/2018 19:00,2830,low
32441,None,270.84,0.0,0.0,1,Clear,sky is clear,4/7/2017 5:00,2599,low
37036,None,290.15,0.0,0.0,75,Clouds,broken clouds,9/10/2017 3:00,373,very low
43170,None,275.87,0.0,0.0,1,Clear,sky is clear,4/13/2018 4:00,846,very low
1665,None,271.65,0.0,0.0,20,Fog,fog,12/3/2012 4:00,802,very low
34956,None,292.69,0.0,0.0,1,Rain,light rain,6/30/2017 1:00,531,very low
13980,None,279.07,0.55,0.0,90,Rain,light rain,4/28/2014 1:00,280,very low
9562,None,278.35,0.25,0.0,0,Rain,light rain,10/19/2013 0:00,1312,very low
46006,None,291.15,0.0,0.0,90,Drizzle,heavy intensity drizzle,7/20/2018 4:00,873,very low
7875,None,292.99,0.0,0.0,92,Rain,moderate rain,7/23/2013 5:00,2922,medium
7021,None,290.97,0.0,0.0,36,Clouds,scattered clouds,6/16/2013 6:00,810,very low
3699,None,260.17,0.0,0.0,90,Clouds,overcast clouds,2/18/2013 2:00,338,very low
13775,None,285.58,0.0,0.0,90,Clouds,overcast clouds,4/19/2014 12:00,4366,medium
38107,None,279.15,0.0,0.0,1,Clear,sky is clear,10/17/2017 9:00,5391,high
12198,None,268.78,0.25,0.0,75,Rain,light rain,2/12/2014 15:00,5822,high
5604,None,299.19,0.0,0.0,1,Clear,sky is clear,4/29/2013 16:00,6271,very high
20575,None,255.55,0.0,0.0,1,Snow,light snow,1/12/2016 1:00,326,very low
24977,None,289.07,0.0,0.0,0,Clear,Sky is Clear,7/15/2016 23:00,1823,low
31340,None,272.82,0.0,0.0,75,Clouds,broken clouds,2/27/2017 10:00,4397,high
19253,None,280.58,0.0,0.0,90,Mist,mist,10/31/2015 3:00,411,very low
36232,None,290.44,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,8/14/2017 1:00,392,very low
26496,None,289.17,0.0,0.0,1,Rain,light rain,9/10/2016 2:00,747,very low
29765,None,256.53,0.0,0.0,1,Clear,sky is clear,1/4/2017 17:00,6034,very high
9530,None,281.72,1.39,0.0,92,Mist,mist,10/17/2013 20:00,2959,medium
47255,None,296.68,0.0,0.0,90,Clouds,overcast clouds,8/31/2018 12:00,5587,high
17747,None,289.06,0.0,0.0,40,Clouds,scattered clouds,8/26/2015 21:00,2812,low
18258,None,300.82,0.0,0.0,1,Clear,sky is clear,9/14/2015 17:00,6019,very high
41994,None,275.43,0.0,0.0,90,Clouds,overcast clouds,3/3/2018 0:00,1516,low
39885,None,270.22,0.0,0.0,75,Mist,mist,12/18/2017 3:00,332,very low
18221,None,283.31,0.3,0.0,1,Rain,light rain,9/13/2015 3:00,342,very low
